application_id,application_date,age,annual_income,employment_years,home_ownership,region,purpose,loan_amount,loan_term_months,interest_rate,credit_score,dti,revolving_utilization,num_open_credit_lines,num_late_payments_2yr,default_flag
APP000220,2025-09-20,52,52662.17,9.0,RENT,West,debt_consolidation,7480.45,36,10.6,730,26.3,0,7,0,0
APP000221,2024-01-14,33,47693.17,10.6,OWN,West,vacation,11064.38,60,8.86,726,16.7,0.405,10,1,0
APP000222,2024-01-28,27,65081.56,0.4,OTHER,South,debt_consolidation,10973.49,36,5.0,780,17.8,0.2,8,0,0
APP000223,2025-09-10,50,78473.15,7.7,MORTGAGE,Northeast,car,14326.13,36,14.26,580,25.2,0,1,1,0
APP000224,2024-02-21,26,41701.08,8.5,RENT,South,credit_card,11299.58,60,13.55,647,12.3,0.116,3,1,0
APP000225,2026-04-28,50,53089.44,0,MORTGAGE,Midwest,debt_consolidation,14550.04,36,8.67,743,17.1,0,2,0,0
APP000226,2025-09-28,44,65617.03,6.6,RENT,Midwest,small_business,3290.33,36,11.73,681,24.6,0.095,4,1,0
APP000227,2026-07-14,49,40849.72,18.3,OTHER,South,debt_consolidation,12441.53,60,13.05,645,1.1,0,6,2,0
APP000228,2026-05-14,49,95238.07,6.9,OWN,South,debt_consolidation,6696.66,36,9.67,708,18.9,0.066,4,1,0
APP000229,2026-08-10,46,139725.0,18.9,RENT,South,major_purchase,10736.95,60,11.28,701,25.9,0,4,1,0
APP000230,2024-05-08,52,75476.81,13.8,OWN,Northeast,other,15642.76,60,9.45,666,40.0,0,8,0,0
APP000231,2025-01-22,26,82048.22,9.8,RENT,South,debt_consolidation,4151.59,36,9.69,723,14.8,0.087,1,0,0
APP000232,2024-09-04,48,63522.21,12.1,RENT,Midwest,debt_consolidation,7955.44,60,9.19,730,31.5,0.206,4,1,0
APP000233,2023-12-15,37,36675.56,20.3,RENT,Midwest,credit_card,7449.9,36,12.46,596,9.7,0.243,12,1,0
APP000234,2025-11-16,55,63639.72,13.4,RENT,West,credit_card,5834.18,36,7.9,783,40.5,0,6,0,0
APP000235,2025-07-21,38,104904.01,15.9,OWN,Midwest,debt_consolidation,15146.97,36,11.07,693,17.1,0,14,1,0
APP000236,2024-08-14,51,93558.1,20.1,RENT,South,car,7412.34,60,14.65,533,28.3,0.277,12,1,0
APP000237,2024-03-08,48,104847.07,20.2,RENT,Midwest,credit_card,24458.11,36,13.83,608,21.1,0.273,4,0,0
APP000238,2024-05-29,53,93990.89,1.4,MORTGAGE,South,other,7342.38,60,8.56,759,36.9,0.092,8,0,0
APP000239,2026-02-12,51,30282.0,3.8,MORTGAGE,Midwest,debt_consolidation,13802.78,36,12.12,634,23.1,0.297,5,1,0
APP000240,2026-01-03,18,62009.76,2,MORTGAGE,South,credit_card,12476.36,60,10.85,698,17.5,0.158,13,1,0
APP000241,2024-06-24,36,53257.05,17.4,MORTGAGE,South,major_purchase,23633.33,36,14.88,541,15.1,0.054,7,1,1
APP000242,2026-04-22,57,46063.97,7.4,MORTGAGE,South,other,8754.76,36,15.06,568,17.6,0.027,7,2,0
APP000243,2024-10-08,47,56720.86,14.4,RENT,South,credit_card,11805.31,36,12.64,644,13.2,0.452,11,1,0
APP000244,2023-11-05,50,77591.43,14.5,MORTGAGE,South,debt_consolidation,10799.81,36,8.87,798,21.2,0,11,2,0
APP000245,2026-05-04,27,37335.81,11,OWN,South,credit_card,10389.35,60,16.06,628,14.2,0,10,2,0
APP000246,2024-03-24,39,41856.71,17.3,MORTGAGE,Northeast,credit_card,2990.68,36,5.72,789,14.1,0,15,1,0
APP000247,2025-12-30,48,74960.44,9.7,RENT,West,small_business,13720.7,36,14.07,581,17.5,0,16,2,0
APP000248,2026-01-15,38,81205.08,16.2,RENT,West,debt_consolidation,6822.33,36,10.57,665,35.0,0,13,0,0
APP000249,2025-12-28,25,93401.11,9,RENT,Midwest,home_improvement,6023.58,60,9.55,658,3.9,0,3,1,0
APP000250,2025-03-18,39,72919.67,23,MORTGAGE,West,medical,4882.29,36,11.03,700,25.8,0,6,0,0
APP000251,2024-05-16,31,138393.2,15,RENT,South,debt_consolidation,44794.04,60,12.39,672,22.7,0,11,1,0
APP000252,2026-03-05,31,126818.84,11.6,OWN,Midwest,other,7121.39,60,12.23,628,24.0,0,5,1,0
APP000253,2024-02-08,48,90628.27,18.8,RENT,West,debt_consolidation,11283.83,36,11.3,699,28.7,0,9,3,0
APP000254,2025-12-07,48,38358.34,18.0,MORTGAGE,West,major_purchase,12083.36,60,13.06,677,10.1,0,11,1,0
APP000255,2025-03-12,26,37880.45,5.1,OWN,West,medical,30076.63,36,5.64,839,13.3,0,9,0,0
APP000256,2025-11-04,40,120213.37,11.4,MORTGAGE,West,debt_consolidation,13340.42,36,15.66,597,34.6,0.378,5,1,1
APP000257,2026-01-29,61,40891.31,18.7,OWN,South,debt_consolidation,9404.2,36,13.39,626,21.6,0.11,7,2,1
APP000258,2026-03-05,35,24918.16,16.3,RENT,West,debt_consolidation,10684.66,36,16.91,587,26.1,0.395,8,2,1
APP000259,2026-03-03,44,44423.94,17.7,RENT,South,debt_consolidation,6947.06,36,8.29,734,20.4,0,12,0,0
APP000260,2026-03-31,19,32084.37,0,MORTGAGE,South,car,23585.3,36,9.48,724,20.1,0.114,9,1,0
APP000261,2024-10-04,27,48516.48,8.4,MORTGAGE,South,debt_consolidation,9385.34,60,9.55,663,4.0,0,10,0,0
APP000262,2026-01-17,36,102823.49,15.9,OTHER,South,credit_card,10410.68,36,6.52,812,31.7,0,11,1,0
APP000263,2025-04-25,38,27203.2,8.3,OWN,South,medical,5267.41,36,8.83,726,32.9,0.221,8,1,0
APP000264,2024-11-26,56,78118.74,12.7,MORTGAGE,South,home_improvement,11530.0,60,9.47,693,41.3,0.13,7,1,0
APP000265,2024-05-03,39,71883.06,20.6,OWN,South,major_purchase,16946.18,60,13.69,609,25.4,0,3,1,0
APP000266,2026-06-30,25,111127.08,9,OTHER,Midwest,debt_consolidation,10222.55,36,17.03,552,18.6,0.398,15,1,0
APP000267,2024-08-24,38,33975.42,14.5,RENT,South,home_improvement,7624.62,36,18.63,436,29.7,0.314,14,2,1
APP000268,2025-05-24,49,22891.95,2.3,RENT,South,credit_card,14416.99,36,11.03,685,24.2,0.09,10,0,0
APP000269,2024-12-19,18,57201.31,2,OWN,South,debt_consolidation,6161.33,60,8.91,771,18.3,0.165,6,0,0
APP000270,2024-12-03,31,60778.3,15,OWN,South,debt_consolidation,12515.47,36,16.67,538,10.2,0.302,11,2,1
APP000271,2023-09-07,41,60428.56,8.5,MORTGAGE,West,credit_card,32603.52,60,10.64,709,6.1,0,14,0,0
APP000272,2024-06-01,34,58712.34,6.5,MORTGAGE,Northeast,credit_card,7693.52,36,17.03,563,10.2,0.006,13,1,0
APP000273,2025-01-18,29,38219.12,10.3,MORTGAGE,West,medical,10878.97,36,11.29,614,27.0,0,6,0,0
APP000274,2023-11-05,43,52211.11,17.1,OWN,South,credit_card,11038.83,36,9.36,686,30.4,0,12,0,0
APP000275,2023-10-01,42,20319.41,3.1,MORTGAGE,South,debt_consolidation,14122.32,36,7.7,785,34.5,0.376,5,0,0
APP000276,2025-09-24,54,73747.98,22.2,RENT,South,credit_card,9515.71,60,6.54,819,16.2,0,0,0,0
APP000277,2024-11-21,49,63678.6,21.4,MORTGAGE,South,debt_consolidation,21437.54,36,8.46,739,20.5,0.352,10,0,0
APP000278,2026-09-01,44,82700.87,8.3,MORTGAGE,West,debt_consolidation,12760.66,36,10.77,722,36.6,0,7,1,0
APP000279,2023-11-05,57,63386.21,10.0,RENT,South,debt_consolidation,18862.83,60,5.0,850,30.3,0,10,0,0
APP000280,2026-03-21,38,78553.46,9.4,RENT,West,credit_card,5488.11,36,8.34,742,22.7,0,19,1,0
APP000281,2025-05-12,38,82396.94,10.1,OWN,Northeast,credit_card,6214.02,36,14.31,602,36.6,0,5,0,1
APP000282,2023-09-08,37,36296.43,2.6,MORTGAGE,West,debt_consolidation,2965.68,60,13.74,696,15.9,0,8,0,0
APP000283,2024-10-29,31,28112.0,0.7,MORTGAGE,South,debt_consolidation,19585.88,36,13.3,636,14.2,0,14,0,0
APP000284,2026-06-27,57,66585.13,1.2,OWN,South,medical,15891.64,60,10.53,708,18.2,0,11,0,0
APP000285,2026-07-12,55,63930.66,6.1,MORTGAGE,South,credit_card,4084.43,36,11.29,712,24.0,0,1,2,0
APP000286,2024-08-09,44,31599.25,18.4,OWN,Midwest,medical,16277.61,60,8.06,755,22.0,0,6,0,0
APP000287,2026-02-01,24,38381.08,5.0,MORTGAGE,South,car,9054.98,36,10.52,733,10.4,0,10,1,0
APP000288,2024-08-27,47,41660.13,12.1,OTHER,Northeast,credit_card,7192.97,36,11.11,697,16.7,0.225,6,0,0
APP000289,2024-07-29,49,71039.13,12.7,MORTGAGE,West,vacation,7516.17,60,11.96,643,19.9,0,8,0,0
APP000290,2023-10-27,53,87396.69,21.0,MORTGAGE,West,medical,13668.67,60,11.29,625,20.4,0.023,10,1,0
APP000291,2026-03-15,34,77712.87,11.6,MORTGAGE,Northeast,credit_card,9317.05,60,17.39,491,24.6,0.136,6,1,1
APP000292,2025-04-09,55,43692.82,19.0,RENT,Midwest,debt_consolidation,8974.82,36,9.01,715,13.3,0.374,10,1,0
APP000293,2025-05-27,48,30442.49,3.7,MORTGAGE,South,credit_card,6928.63,60,5.0,850,26.5,0.249,9,1,0
APP000294,2026-07-18,33,48293.86,5.5,MORTGAGE,Midwest,credit_card,32785.48,36,12.38,637,19.7,0.395,9,2,0
APP000295,2025-07-23,47,71480.62,12.7,RENT,Northeast,major_purchase,13264.94,60,10.24,780,15.3,0,3,1,0
APP000296,2025-07-15,54,55958.35,12.9,OWN,Midwest,debt_consolidation,17489.05,36,5.0,807,28.5,0,5,0,0
APP000297,2025-08-24,37,31406.96,7.6,RENT,West,home_improvement,18008.08,36,8.56,725,15.6,0.332,8,1,0
APP000298,2024-02-01,36,60023.09,20,MORTGAGE,West,credit_card,8052.1,36,9.45,735,36.7,0.338,11,0,0
APP000299,2026-03-29,40,50739.33,0.2,RENT,Northeast,debt_consolidation,12661.72,36,5.68,824,36.7,0,5,3,0
APP000300,2026-02-18,39,57513.69,8.5,MORTGAGE,Midwest,debt_consolidation,30872.94,36,12.96,708,35.6,0,10,1,0
APP000301,2025-02-10,45,35425.97,8.8,RENT,Midwest,credit_card,11510.51,36,8.55,746,27.6,0.184,10,0,0
APP000302,2024-10-17,32,28348.8,13.0,OTHER,Midwest,major_purchase,20411.44,36,9.24,756,46.5,0,8,1,0
APP000303,2025-12-03,52,56843.5,8.6,MORTGAGE,South,debt_consolidation,7783.91,60,16.44,565,21.7,0.095,11,1,0
APP000304,2026-04-13,58,64583.28,0,MORTGAGE,South,major_purchase,8873.88,36,14.29,661,41.2,0,9,1,0
APP000305,2024-08-28,75,31467.2,18.0,MORTGAGE,Midwest,other,8349.77,60,11.47,705,20.5,0.018,9,1,0
APP000306,2024-01-16,45,167564.06,2.2,MORTGAGE,South,debt_consolidation,8898.59,36,11.55,686,22.5,0,7,1,0
APP000307,2026-05-08,42,46726.42,11.7,MORTGAGE,Midwest,medical,14679.93,60,14.41,621,27.1,0.317,15,2,0
APP000308,2026-03-23,19,105883.9,1.1,OWN,Northeast,car,45000,60,8.78,711,15.1,0.105,2,0,0
APP000309,2024-12-12,46,77327.86,17.8,MORTGAGE,Northeast,credit_card,23543.67,60,11.93,622,46.8,0.261,13,0,0
APP000310,2024-03-15,41,49331.79,20.5,MORTGAGE,Midwest,debt_consolidation,17217.01,60,10.36,769,19.5,0,12,1,0
APP000311,2024-10-13,24,38195.01,0,RENT,Northeast,credit_card,26021.66,36,12.74,644,27.6,0,9,1,0
APP000312,2024-11-06,34,40150.38,9.1,OWN,South,credit_card,7589.6,36,10.93,748,11.0,0.217,11,1,0
APP000313,2026-01-10,42,134771.81,18.9,MORTGAGE,Northeast,major_purchase,8868.8,36,13.64,580,41.3,0.442,3,4,1
APP000314,2024-10-01,43,65356.47,18.9,MORTGAGE,West,credit_card,6490.4,36,5.39,850,24.4,0,8,1,0
APP000315,2024-07-01,37,42608.45,2.4,OWN,South,other,4927.17,36,15.37,544,14.5,0.124,14,1,1
APP000316,2023-12-29,40,57145.89,7.4,RENT,West,major_purchase,13734.4,60,16.12,561,23.7,0.356,12,1,0
APP000317,2024-06-24,43,72964.35,16.9,RENT,South,debt_consolidation,11547.0,36,10.98,658,3.0,0.051,8,3,0
APP000318,2026-02-07,50,86573.6,10.7,RENT,Midwest,major_purchase,4170.13,36,12.62,640,33.4,0,13,1,0
APP000319,2025-09-15,48,100913.14,11.8,MORTGAGE,Northeast,credit_card,11594.27,36,7.0,789,2.9,0,14,1,0
APP000320,2024-03-29,31,64549.57,14.5,MORTGAGE,Midwest,home_improvement,16844.92,60,13.21,577,16.5,0,5,1,0
APP000321,2026-08-24,49,182181.42,15.8,MORTGAGE,South,debt_consolidation,36803.19,36,13.61,611,19.6,0.047,7,3,0
APP000322,2024-09-12,34,30251.0,14.8,OWN,West,credit_card,10612.43,36,8.91,729,28.6,0,7,0,0
APP000323,2025-03-01,23,62724.4,4.4,MORTGAGE,South,debt_consolidation,7862.86,60,8.01,733,23.3,0,7,1,0
APP000324,2024-12-15,40,102888.55,5.9,RENT,Midwest,major_purchase,10558.76,36,8.43,774,16.9,0,9,0,0
APP000325,2025-11-15,43,41875.14,9.5,MORTGAGE,Midwest,home_improvement,21593.96,36,9.39,677,29.8,0.081,5,1,0
APP000326,2025-04-30,55,68078.82,9.5,OWN,West,car,10554.59,36,19.01,476,9.8,0,4,1,0
APP000327,2025-04-21,43,83831.17,13.8,MORTGAGE,South,car,25751.84,60,16.71,527,22.9,0.187,16,2,0
APP000328,2024-06-19,40,63798.17,24,OWN,South,credit_card,8179.87,60,10.85,689,16.2,0.0,9,1,0
APP000329,2025-10-24,32,103614.1,16,RENT,Northeast,credit_card,5355.81,36,8.64,777,24.5,0.134,6,0,0
APP000330,2025-12-17,55,53047.13,12.6,RENT,Midwest,credit_card,5935.37,36,11.18,630,8.1,0.117,14,0,0
APP000331,2025-10-26,43,56042.13,0,MORTGAGE,Midwest,credit_card,16645.67,36,11.02,734,13.7,0,9,0,0
APP000332,2025-06-06,33,87555.27,15.5,RENT,Midwest,credit_card,9461.71,36,8.29,731,11.8,0.295,10,1,0
APP000333,2026-08-07,27,64520.34,9.9,RENT,West,debt_consolidation,9781.62,36,11.21,682,30.1,0.014,9,1,0
APP000334,2024-10-01,22,86793.99,0,RENT,West,other,7114.51,60,9.08,802,16.2,0.122,6,1,0
APP000335,2025-12-13,21,56709.58,4.6,RENT,South,credit_card,7783.09,36,8.3,748,29.5,0.002,5,0,0
APP000336,2025-06-09,70,88959.52,15.8,RENT,South,debt_consolidation,12295.57,36,10.97,681,10.2,0,7,0,0
APP000337,2025-12-04,40,34827.71,15.0,MORTGAGE,Midwest,other,19632.7,60,11.85,660,40.8,0.094,11,0,0
APP000338,2024-03-29,50,75765.39,22.3,MORTGAGE,Midwest,debt_consolidation,38859.8,36,9.41,742,28.1,0.083,7,1,0
APP000339,2024-07-22,45,40676.27,10.5,OTHER,South,debt_consolidation,24964.31,60,10.59,724,17.1,0.176,4,0,0
APP000340,2026-09-01,45,79666.38,18.8,RENT,Midwest,home_improvement,12576.65,36,17.69,527,39.7,0.397,8,1,0
APP000341,2023-09-13,54,24964.44,13.0,RENT,West,vacation,13529.54,60,11.7,715,47.3,0.109,16,0,0
APP000342,2026-04-19,48,62954.61,19.2,OWN,West,other,6581.57,36,14.53,614,27.6,0.198,6,2,0
APP000343,2025-05-20,24,36675.67,8,OWN,South,credit_card,11820.73,36,6.34,785,34.3,0,3,0,0
APP000344,2024-08-03,51,104888.25,3.9,OWN,West,other,16346.92,36,15.99,632,22.1,0.17,8,0,0
APP000345,2026-08-07,53,52629.57,16.9,MORTGAGE,South,vacation,10340.42,60,10.93,715,26.7,0.224,2,1,0
APP000346,2026-03-29,48,55141.64,21.8,OTHER,West,credit_card,5878.26,36,9.98,717,29.5,0.224,3,1,0
APP000347,2026-06-29,31,103692.56,13.0,MORTGAGE,South,debt_consolidation,8029.87,60,6.72,764,37.5,0.308,2,0,0
APP000348,2024-01-29,46,54282.47,28.9,OWN,South,credit_card,10166.99,60,9.15,755,29.2,0,10,1,0
APP000349,2026-04-03,20,42230.18,0,RENT,South,debt_consolidation,15054.53,60,10.55,672,17.0,0.161,4,2,0
APP000350,2023-12-09,37,74076.43,12.9,RENT,South,major_purchase,5835.0,60,13.5,698,34.0,0.072,3,1,0
APP000351,2025-10-14,49,34989.39,7.3,MORTGAGE,West,debt_consolidation,19192.8,36,5.5,801,6.6,0,12,1,0
APP000352,2025-10-20,31,44164.66,15,MORTGAGE,Midwest,debt_consolidation,4207.55,36,14.9,605,4.0,0.032,6,1,0
APP000353,2025-01-03,46,68930.9,15.3,MORTGAGE,Midwest,credit_card,23035.0,60,9.71,741,5.5,0.277,10,0,0
APP000354,2024-11-24,51,23189.88,2.9,OTHER,South,vacation,9787.52,60,9.47,709,17.6,0.409,13,1,0
APP000355,2023-11-16,53,55888.9,10.9,RENT,West,other,12179.87,36,16.78,546,27.8,0.032,4,1,1
APP000356,2023-11-22,30,59351.27,7.5,MORTGAGE,Midwest,credit_card,4128.84,36,6.99,770,26.7,0,10,0,0
APP000357,2024-11-22,30,67686.59,6.7,MORTGAGE,West,debt_consolidation,23413.59,60,8.99,731,8.1,0.374,12,1,0
APP000358,2025-03-20,67,28220.59,12.8,MORTGAGE,Northeast,credit_card,12131.5,60,5.49,850,35.5,0,2,0,0
APP000359,2025-03-19,47,27275.61,16.5,RENT,West,debt_consolidation,19121.95,60,16.75,484,19.7,0.149,3,1,0
APP000360,2025-08-31,33,58889.35,6.0,RENT,Northeast,other,10109.06,36,15.63,608,9.0,0,9,1,0
APP000361,2025-07-22,55,110498.37,7.0,MORTGAGE,Midwest,debt_consolidation,7387.71,60,9.99,744,28.2,0,12,1,0
APP000362,2024-09-11,38,54635.44,9.3,MORTGAGE,South,car,26451.74,60,5.21,817,16.7,0,10,2,0
APP000363,2024-01-24,38,56179.66,10.4,RENT,Northeast,medical,6033.24,36,13.23,650,40.0,0.203,10,0,0
APP000364,2024-07-11,37,41404.45,16.5,RENT,South,debt_consolidation,9423.79,36,8.32,716,7.3,0.035,6,1,0
APP000365,2024-12-01,43,92098.77,12.2,OWN,Midwest,credit_card,10245.37,36,7.39,779,22.3,0.09,4,0,0
APP000366,2026-05-28,41,185673.87,19.0,MORTGAGE,South,small_business,14474.08,36,11.41,681,35.0,0,0,0,0
APP000367,2025-05-29,51,87489.76,14.4,MORTGAGE,South,home_improvement,6427.33,60,8.53,684,28.1,0,8,1,0
APP000368,2025-10-23,52,31302.97,5.1,MORTGAGE,West,credit_card,12231.87,60,8.19,811,36.5,0,3,1,0
APP000369,2024-01-02,46,92841.01,14.0,MORTGAGE,Northeast,debt_consolidation,11410.39,36,11.95,584,26.1,0.209,4,2,1
APP000370,2026-01-19,30,51678.96,14,RENT,South,credit_card,11873.07,36,10.64,675,10.1,0,8,2,0
APP000371,2023-11-08,44,45336.02,12.5,MORTGAGE,Midwest,credit_card,15310.6,36,6.69,736,26.2,0.119,7,0,0
APP000372,2024-01-10,32,24734.02,16,OWN,South,debt_consolidation,9205.19,36,16.82,592,31.5,0.014,11,1,1
APP000373,2026-01-16,48,56303.69,5.0,RENT,South,credit_card,30678.73,60,10.0,711,25.5,0,11,1,0
APP000374,2025-02-15,55,49085.97,15.7,RENT,South,home_improvement,9695.47,60,5.97,756,8.4,0.216,5,0,0
APP000375,2026-05-18,55,40253.92,13.9,RENT,Northeast,small_business,7255.73,36,13.91,609,26.5,0,6,1,0
APP000376,2025-11-22,41,85587.17,13.0,RENT,West,car,13405.44,60,9.36,668,34.4,0,7,1,0
APP000377,2026-07-09,43,58398.51,15.1,OWN,South,major_purchase,10566.85,36,7.83,779,28.6,0.131,6,1,0
APP000378,2023-10-23,40,60718.41,14.8,RENT,West,home_improvement,45000,36,11.13,713,6.4,0,2,0,0
APP000379,2025-12-28,49,54743.84,13.3,RENT,South,debt_consolidation,11344.93,60,13.37,620,4.5,0,8,1,0
APP000380,2026-01-27,54,34104.15,13.1,RENT,Midwest,credit_card,13698.52,36,5.0,845,13.4,0,10,1,0
APP000381,2023-09-24,44,45481.75,8.9,MORTGAGE,Northeast,debt_consolidation,18476.9,36,13.15,609,30.4,0,11,0,0
APP000382,2024-09-21,44,35578.37,6.3,MORTGAGE,South,major_purchase,20748.16,60,7.84,792,23.8,0.213,5,1,0
APP000383,2024-07-29,43,29623.85,10.0,OWN,Midwest,debt_consolidation,18304.98,36,14.67,569,27.1,0,9,1,0
APP000384,2025-08-20,27,59057.16,5.0,MORTGAGE,West,debt_consolidation,9593.27,60,6.3,802,21.8,0.05,12,1,0
APP000385,2024-10-26,60,56496.06,9.5,MORTGAGE,South,debt_consolidation,11984.64,36,8.14,730,40.1,0,9,1,0
APP000386,2026-05-05,44,23274.65,14.8,MORTGAGE,South,car,5596.64,60,14.13,620,31.5,0.092,11,0,1
APP000387,2023-09-05,22,80589.37,1.2,MORTGAGE,West,debt_consolidation,45000,60,5.0,850,32.8,0.314,11,1,0
APP000388,2026-08-04,34,47818.53,18,RENT,Northeast,debt_consolidation,41445.91,36,10.1,700,33.0,0.248,12,0,0
APP000389,2025-04-21,41,29896.21,14.1,OWN,South,car,9070.47,36,10.93,676,35.5,0.129,7,2,0
APP000390,2026-03-14,39,62675.18,10.0,MORTGAGE,South,major_purchase,11987.2,36,10.65,689,23.6,0.219,10,0,0
APP000391,2024-07-01,48,30135.99,7.3,MORTGAGE,West,car,41321.68,60,13.18,636,29.5,0,15,0,1
APP000392,2025-09-02,33,44608.4,17,RENT,South,debt_consolidation,6178.29,60,9.82,684,22.9,0.221,5,0,0
APP000393,2026-06-17,43,31499.28,12.1,MORTGAGE,South,debt_consolidation,14537.11,36,12.27,624,17.3,0.293,0,1,0
APP000394,2024-07-28,54,98917.23,8.9,OWN,Northeast,major_purchase,14050.76,36,9.97,783,29.0,0,9,0,0
APP000395,2024-04-30,58,89427.31,10.6,RENT,West,debt_consolidation,12093.37,36,10.56,708,10.3,0.19,14,0,0
APP000396,2023-12-17,40,71061.91,14.4,MORTGAGE,West,credit_card,4867.85,36,15.61,586,19.3,0.236,10,1,0
APP000397,2024-01-15,29,74916.71,13.0,MORTGAGE,South,other,7382.97,36,9.26,760,30.8,0.14,8,0,0
APP000398,2023-10-26,35,89184.79,3.7,MORTGAGE,South,credit_card,8204.57,60,9.47,741,11.6,0.264,11,2,0
APP000399,2024-11-29,54,41297.59,7.1,MORTGAGE,Midwest,credit_card,6801.97,36,12.07,628,29.4,0.172,0,1,1
APP000400,2026-07-13,47,83548.73,11.0,MORTGAGE,West,debt_consolidation,14466.99,60,9.99,775,48.1,0.083,2,0,0
APP000401,2026-06-23,35,49656.68,19,MORTGAGE,Northeast,major_purchase,12301.57,36,8.14,752,29.8,0,15,0,0
APP000402,2024-07-17,36,42047.1,1.6,MORTGAGE,South,debt_consolidation,17231.68,36,15.65,606,10.7,0.093,9,0,0
APP000403,2024-04-16,42,92046.6,17.5,OWN,South,car,11230.99,36,5.95,800,8.7,0.276,4,0,0
APP000404,2026-05-15,50,110607.14,19.0,MORTGAGE,West,debt_consolidation,9044.55,36,6.74,771,4.0,0.124,9,1,0
APP000405,2023-10-07,40,78487.4,6.6,RENT,West,major_purchase,13867.37,60,13.32,602,29.0,0,5,2,0
APP000406,2024-07-22,55,69702.3,15.2,MORTGAGE,Midwest,debt_consolidation,17864.97,36,15.24,622,27.1,0,11,1,0
APP000407,2025-02-19,54,45299.6,19.2,RENT,Midwest,home_improvement,12144.11,36,6.25,804,29.2,0.495,6,2,0
APP000408,2026-03-16,42,51284.55,6.8,MORTGAGE,West,debt_consolidation,11708.87,36,11.88,654,15.3,0,10,2,0
APP000409,2023-11-15,53,54426.24,22.5,RENT,South,credit_card,38745.47,36,7.36,760,32.7,0,8,0,0
APP000410,2025-02-25,57,70366.7,10.2,MORTGAGE,South,medical,8543.72,36,13.46,597,22.3,0.41,6,1,0
APP000411,2025-08-15,32,62954.9,8.2,RENT,Northeast,credit_card,23078.28,36,13.43,636,21.0,0.121,0,1,0
APP000412,2025-12-18,46,59469.77,19.0,MORTGAGE,Midwest,major_purchase,7439.63,36,9.2,753,8.4,0,2,2,0
APP000413,2024-11-03,24,30948.5,0.7,RENT,Northeast,car,10126.12,36,14.61,636,22.6,0.191,11,0,0
APP000414,2025-09-04,60,70399.06,3.9,RENT,South,credit_card,9183.06,36,9.1,776,26.6,0,5,1,0
APP000415,2026-06-06,32,89193.66,16,RENT,South,vacation,7984.86,36,10.02,713,34.5,0,11,0,0
APP000416,2025-02-12,40,51930.84,19.3,MORTGAGE,Northeast,major_purchase,6295.22,60,9.22,727,16.1,0.137,9,0,0
APP000417,2024-10-04,47,81502.57,19.8,RENT,Northeast,credit_card,8637.86,60,13.73,646,1.0,0.096,2,1,0
APP000418,2024-11-26,46,81619.88,14.3,OWN,South,car,8996.35,60,11.14,675,29.5,0,10,0,0
APP000419,2023-11-07,46,39481.36,7.9,OTHER,South,credit_card,8862.36,36,7.85,753,27.1,0,7,0,0
APP000420,2026-02-10,35,40979.54,7.9,OWN,Northeast,credit_card,18815.72,36,9.93,685,32.6,0.106,6,1,0
APP000421,2025-03-01,37,63622.88,14.8,MORTGAGE,West,debt_consolidation,6299.17,36,16.49,587,27.2,0.06,8,2,1
APP000422,2024-07-29,38,35833.15,0,RENT,Midwest,debt_consolidation,7191.58,36,10.4,676,47.7,0,5,0,1
APP000423,2026-07-10,44,58604.75,14.3,MORTGAGE,South,car,7746.42,36,10.74,711,33.0,0.053,5,0,0
APP000424,2026-01-29,57,104386.4,8.3,MORTGAGE,Midwest,credit_card,25356.95,36,9.83,743,22.2,0.245,0,1,0
APP000425,2024-08-17,57,39600.82,16.5,MORTGAGE,Midwest,credit_card,8586.69,36,14.1,624,29.3,0.112,7,1,0
APP000426,2025-01-02,46,37410.73,12.7,MORTGAGE,South,credit_card,8794.8,36,15.54,529,6.7,0.475,3,1,1
APP000427,2026-02-08,32,44499.13,8.8,MORTGAGE,South,credit_card,10425.36,36,6.09,797,31.0,0.185,7,3,0
APP000428,2024-03-23,64,51736.21,21.0,RENT,South,debt_consolidation,3604.91,60,12.01,631,29.3,0,7,0,0
APP000429,2024-02-03,38,55069.59,8.4,RENT,Midwest,major_purchase,20820.65,36,12.8,649,25.8,0,1,1,0
APP000430,2024-08-08,32,31083.54,1.4,RENT,West,car,13108.85,36,7.44,808,20.8,0.124,12,1,0
APP000431,2025-10-13,41,53383.41,5.4,OWN,South,debt_consolidation,7155.91,36,16.25,594,14.9,0.02,7,1,0
APP000432,2026-02-14,18,26141.77,0,MORTGAGE,Midwest,medical,44603.13,60,10.64,667,16.9,0.083,4,1,0
APP000433,2023-10-22,22,45461.33,0,MORTGAGE,Midwest,debt_consolidation,34161.32,60,11.62,658,18.3,0.067,11,0,0
APP000434,2023-09-06,23,88911.93,0,RENT,Northeast,vacation,10796.12,36,6.33,810,16.3,0,16,0,0
APP000435,2024-10-28,20,138306.52,4,RENT,Northeast,major_purchase,11734.97,36,6.4,768,24.5,0.204,8,2,0
APP000436,2025-12-14,37,42284.45,7.5,RENT,Midwest,credit_card,15266.72,36,9.78,693,5.5,0.085,10,0,0
APP000437,2023-12-15,38,61310.67,17.7,RENT,West,debt_consolidation,4973.56,36,10.21,706,30.3,0,12,1,0
APP000438,2023-10-30,22,63220.04,0,MORTGAGE,Northeast,home_improvement,10504.45,60,8.45,698,23.1,0,11,0,0
